,id,project,branch,hashtags,change_id,subject,status,created,updated,submit_type,insertions,deletions,total_comment_count,unresolved_comment_count,has_review_started,meta_rev_id,_number,owner,requirements,work_in_progress,attention_set,revert_of,cherry_pick_of_change,cherry_pick_of_patch_set,topic,_more_changes
230,chromiumos%2Fplatform%2Ftast~main~I3f4b853e5edc550c99564417a6ee35ad8a3f3a4d,chromiumos/platform/tast,main,[],I3f4b853e5edc550c99564417a6ee35ad8a3f3a4d,run: Introduce BundleEntity,NEW,2021-10-11 07:32:59.000000000,2021-10-11 07:42:54.000000000,REBASE_ALWAYS,171,129,0,0,True,8180f0c51e6ff5c870b9fb79824afa98f1c9318d,3215942,{'_account_id': 1118346},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1150179': {'account': {'_account_id': 1150179}, 'last_update': '2021-10-11 07:37:43.000000000', 'reason': '<GERRIT_ACCOUNT_1118346> replied on the change', 'reason_account': {'_account_id': 1118346}}}",,,,,
231,chromiumos%2Fplatform%2Ftast~main~I982d6bc9333ee61ceddca3017f6229db9b1a9137,chromiumos/platform/tast,main,[],I982d6bc9333ee61ceddca3017f6229db9b1a9137,run: Add basic unit tests for results and reporting,NEW,2021-10-11 07:32:59.000000000,2021-10-11 07:42:51.000000000,REBASE_ALWAYS,382,0,0,0,True,23d8843e444d965ca4e9fa35f0eca2b87371635c,3215941,{'_account_id': 1118346},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1150179': {'account': {'_account_id': 1150179}, 'last_update': '2021-10-11 07:37:43.000000000', 'reason': '<GERRIT_ACCOUNT_1118346> replied on the change', 'reason_account': {'_account_id': 1118346}}}",,,,,
232,chromiumos%2Fplatform%2Ftast~main~Idd66dc59d69aa0a15c849a3ab8f470f3870d9169,chromiumos/platform/tast,main,[],Idd66dc59d69aa0a15c849a3ab8f470f3870d9169,config: Replace RemoteFixtureServer with PrimaryBundle,NEW,2021-10-11 07:32:59.000000000,2021-10-11 07:42:49.000000000,REBASE_ALWAYS,24,21,0,0,True,2f98cb727fc3e20213c911290f5ee35b60adf1f4,3215943,{'_account_id': 1118346},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1150179': {'account': {'_account_id': 1150179}, 'last_update': '2021-10-11 07:37:44.000000000', 'reason': '<GERRIT_ACCOUNT_1118346> replied on the change', 'reason_account': {'_account_id': 1118346}}}",,,,,
233,apps%2Flibapps~main~I2ee00a48a89bb97f5bdaf3dc8ea97ba2fa66db9b,apps/libapps,main,[],I2ee00a48a89bb97f5bdaf3dc8ea97ba2fa66db9b,hterm: make sure nodes with background-color set fill the line height,NEW,2021-10-11 07:12:57.000000000,2021-10-11 07:40:16.000000000,CHERRY_PICK,4,0,0,0,True,32c8f851edb7333db57cb288dcf412f3462b1752,3216449,{'_account_id': 1000768},[],,"{'1000768': {'account': {'_account_id': 1000768}, 'last_update': '2021-10-11 07:32:56.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
234,chromiumos%2Fplatform2~main~If5afb82beea960c99bf1fe09fac97c9229f5b098,chromiumos/platform2,main,[],If5afb82beea960c99bf1fe09fac97c9229f5b098,mount-passthrough: Add getxattr support,NEW,2021-09-09 01:19:39.000000000,2021-10-11 07:37:32.000000000,REBASE_ALWAYS,13,0,7,0,True,982e7ff06917a726af4964dfb13ebc975302455c,3149795,{'_account_id': 1394308},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,{},,,,,
235,chromiumos%2Fplatform2~main~Id2a268792e1aa8ecbb61759b550f69b554575796,chromiumos/platform2,main,[],Id2a268792e1aa8ecbb61759b550f69b554575796,mount-passthrough: Make sure passthrough_readdir adds all entries,NEW,2021-09-21 21:06:58.000000000,2021-10-11 07:37:29.000000000,REBASE_ALWAYS,4,1,3,0,True,6d94f3c0e8865911607a5e1985a387b3a22c72ff,3173794,{'_account_id': 1394308},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,{},,,,,
236,chromium%2Fsrc~main~I2d79e8710c92b34fe76ea520c15a1542d51240b2,chromium/src,main,[],I2d79e8710c92b34fe76ea520c15a1542d51240b2,Add more logging to UserAgentUtilsTest.UserAgentMetadata,NEW,2021-10-08 18:57:30.000000000,2021-10-11 07:37:17.000000000,REBASE_ALWAYS,24,14,3,0,True,6decebe86d50c4cc5c65dd12d31e08f81eb1c49a,3214595,{'_account_id': 1436897},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1190280': {'account': {'_account_id': 1190280}, 'last_update': '2021-10-08 19:00:45.000000000', 'reason': '<GERRIT_ACCOUNT_1436897> replied on the change', 'reason_account': {'_account_id': 1436897}}, '1436897': {'account': {'_account_id': 1436897}, 'last_update': '2021-10-08 20:44:09.000000000', 'reason': '<GERRIT_ACCOUNT_1322330> replied on the change', 'reason_account': {'_account_id': 1322330}}}",,,,,
237,chromiumos%2Fthird_party%2Fkernel~chromeos-4.14~I6c5c9f24f8a5b39e3c6927c1d85f659eb5e542ba,chromiumos/third_party/kernel,chromeos-4.14,[],I6c5c9f24f8a5b39e3c6927c1d85f659eb5e542ba,BACKPORT: ALSA: usb-audio: Unify mixer resume and reset_resume procedure,NEW,2021-10-11 07:23:54.000000000,2021-10-11 07:36:59.000000000,CHERRY_PICK,13,25,0,0,True,0a9e65b0045f4fdb077eb77faa57886dfe9f766d,3217152,{'_account_id': 1269379},[],,"{'1325210': {'account': {'_account_id': 1325210}, 'last_update': '2021-10-11 07:25:05.000000000', 'reason': '<GERRIT_ACCOUNT_1269379> replied on the change', 'reason_account': {'_account_id': 1269379}}, '1269379': {'account': {'_account_id': 1269379}, 'last_update': '2021-10-11 07:36:59.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
238,aosp%2Fplatform%2Fexternal%2Flibchrome~master~I36558152dbb41a58ea07d5e839992c15300361db,aosp/platform/external/libchrome,master,[],I36558152dbb41a58ea07d5e839992c15300361db,libchrome: uprev to r890000,NEW,2021-06-10 04:47:09.000000000,2021-10-11 07:35:11.000000000,REBASE_ALWAYS,2131,124,18,0,True,a3f55b2fcc2b33cb6dec685c7b276603fc6daa5a,2951306,{'_account_id': 1375952},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1137124': {'account': {'_account_id': 1137124}, 'last_update': '2021-10-07 02:57:24.000000000', 'reason': '<GERRIT_ACCOUNT_1375952> replied on the change', 'reason_account': {'_account_id': 1375952}}}",,,,libchrome-uprev,
239,chromiumos%2Fthird_party%2Fkernel~chromeos-4.19~I1686b8fb1e139519820cc4d3966da42e05303850,chromiumos/third_party/kernel,chromeos-4.19,[],I1686b8fb1e139519820cc4d3966da42e05303850,BACKPORT: ALSA: usb-audio: Unify mixer resume and reset_resume procedure,NEW,2021-10-11 07:20:20.000000000,2021-10-11 07:34:41.000000000,CHERRY_PICK,13,25,0,0,True,2cf33899ae91257657911cb1700acbc784e84b1e,3216782,{'_account_id': 1269379},[],,"{'1325210': {'account': {'_account_id': 1325210}, 'last_update': '2021-10-11 07:24:39.000000000', 'reason': '<GERRIT_ACCOUNT_1269379> replied on the change', 'reason_account': {'_account_id': 1269379}}, '1269379': {'account': {'_account_id': 1269379}, 'last_update': '2021-10-11 07:34:41.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
240,chromiumos%2Foverlays%2Fchromiumos-overlay~main~I925e8075f17136d78653a34f93e6e350bfc1a22f,chromiumos/overlays/chromiumos-overlay,main,['chromeos-chrome'],I925e8075f17136d78653a34f93e6e350bfc1a22f,chromeos-chrome: Automatic uprev to 97.0.4666.0.,NEW,2021-10-11 03:23:34.000000000,2021-10-11 07:34:39.000000000,REBASE_ALWAYS,0,0,0,0,True,281de7959a414eaa53497f1cefa7a3b4671650c1,3216873,{'_account_id': 1347071},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1332700': {'account': {'_account_id': 1332700}, 'last_update': '2021-10-11 03:28:58.000000000', 'reason': 'Reviewer was added'}, '1324920': {'account': {'_account_id': 1324920}, 'last_update': '2021-10-11 03:28:53.000000000', 'reason': 'Reviewer was added'}, '1003168': {'account': {'_account_id': 1003168}, 'last_update': '2021-10-11 03:28:50.000000000', 'reason': 'Reviewer was added'}}",,,,chromeos-base/chromeos-chrome,
241,chromiumos%2Fplatform%2Fec~main~I6c272a867c8b28b82cdac6dc3d48dfc39e46f906,chromiumos/platform/ec,main,[],I6c272a867c8b28b82cdac6dc3d48dfc39e46f906,pazquel: Support battery protection for low voltage charge,NEW,2021-09-14 09:21:57.000000000,2021-10-11 07:34:08.000000000,REBASE_ALWAYS,1,0,0,0,True,4fad1be695dc7de3164ef0b066bf24aaf373cdcb,3160242,{'_account_id': 1512300},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1148900': {'account': {'_account_id': 1148900}, 'last_update': '2021-09-14 09:23:59.000000000', 'reason': '<GERRIT_ACCOUNT_1512300> replied on the change', 'reason_account': {'_account_id': 1512300}}, '1106949': {'account': {'_account_id': 1106949}, 'last_update': '2021-09-14 09:23:59.000000000', 'reason': '<GERRIT_ACCOUNT_1512300> replied on the change', 'reason_account': {'_account_id': 1512300}}, '1346692': {'account': {'_account_id': 1346692}, 'last_update': '2021-09-14 09:23:59.000000000', 'reason': '<GERRIT_ACCOUNT_1512300> replied on the change', 'reason_account': {'_account_id': 1512300}}}",,,,,
242,chromiumos%2Fplatform%2Ftast-tests~main~Id5c799aaa9cc943bb3fcb0ef854f31286b2b389d,chromiumos/platform/tast-tests,main,[],Id5c799aaa9cc943bb3fcb0ef854f31286b2b389d,crostini: Fix calls to RunCrostiniPostTest,NEW,2021-10-11 07:06:47.000000000,2021-10-11 07:33:58.000000000,REBASE_ALWAYS,10,10,0,0,True,8bf65055587e581145c49c2f7e79820fa5d78ef1,3217151,{'_account_id': 1309946},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1309946': {'account': {'_account_id': 1309946}, 'last_update': '2021-10-11 07:28:52.000000000', 'reason': '<GERRIT_ACCOUNT_1398801> replied on the change', 'reason_account': {'_account_id': 1398801}}}",,,,,
243,chromiumos%2Foverlays%2Fchromiumos-overlay~main~Ie401cccb37d3b8c333e4b2698ed01dd4e82ac564,chromiumos/overlays/chromiumos-overlay,main,['swiftr-chrome-uprev-dry-run'],Ie401cccb37d3b8c333e4b2698ed01dd4e82ac564,chromeos-chrome uprev dry-run with Chrome ToT,NEW,2021-10-11 07:28:34.000000000,2021-10-11 07:33:38.000000000,REBASE_ALWAYS,4,0,0,0,False,c0fb58d08babbe823019a697dd184a938d2dfc7e,3217037,{'_account_id': 1347071},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,,,,,,
244,apps%2Flibapps~main~I1e9aa7fc59c43602175e2f112d36160fdfc7c73a,apps/libapps,main,[],I1e9aa7fc59c43602175e2f112d36160fdfc7c73a,terminal: Update call to chrome.terminalPrivate.openWindow(),NEW,2021-10-05 10:37:45.000000000,2021-10-11 07:33:23.000000000,CHERRY_PICK,1,1,5,0,True,acee879c61775c35bdcf18ff43edf1221c6ce147,3205331,{'_account_id': 1352079},[],,{},,,,,
245,apps%2Flibapps~main~I9fce39b176d324da77c381ff319fbd129290cca4,apps/libapps,main,[],I9fce39b176d324da77c381ff319fbd129290cca4,terminal: Support tmux integration in the terminal app,NEW,2021-10-05 10:39:49.000000000,2021-10-11 07:33:00.000000000,CHERRY_PICK,570,3,2,0,True,cddff03a057c0f34b4ad740278f0af0aedd0db99,3205334,{'_account_id': 1352079},[],,"{'1521413': {'account': {'_account_id': 1521413}, 'last_update': '2021-10-06 01:23:10.000000000', 'reason': '<GERRIT_ACCOUNT_1186968> replied on the change', 'reason_account': {'_account_id': 1186968}}, '1186968': {'account': {'_account_id': 1186968}, 'last_update': '2021-10-11 07:33:00.000000000', 'reason': '<GERRIT_ACCOUNT_1352079> replied on the change', 'reason_account': {'_account_id': 1352079}}}",,,,,
246,chromiumos%2Fthird_party%2Fkernel~chromeos-5.10~Idd322ae1486f72c56817cddd0a668b8ef633fcb7,chromiumos/third_party/kernel,chromeos-5.10,[],Idd322ae1486f72c56817cddd0a668b8ef633fcb7,BACKPORT: ALSA: usb-audio: Unify mixer resume and reset_resume procedure,NEW,2021-10-11 07:19:00.000000000,2021-10-11 07:32:14.000000000,CHERRY_PICK,13,25,0,0,True,465415eda9053363f738cb3cfdbb15125072cf82,3216781,{'_account_id': 1269379},[],,"{'1325210': {'account': {'_account_id': 1325210}, 'last_update': '2021-10-11 07:32:02.000000000', 'reason': '<GERRIT_ACCOUNT_1269379> replied on the change', 'reason_account': {'_account_id': 1269379}}}",,,,,
247,apps%2Flibapps~main~Ie0d72662213291bfea65f25319259da9855f5f77,apps/libapps,main,['terminal'],Ie0d72662213291bfea65f25319259da9855f5f77,terminal: Store vm and container names and use them for new tabs.,NEW,2021-10-11 07:31:41.000000000,2021-10-11 07:31:41.000000000,CHERRY_PICK,50,4,0,0,False,ab8f60db42a3ba929834483dbff0df563e667908,3217153,{'_account_id': 1210615},[],True,,,,,,
248,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~Ic3ebaccbf564498e2b859eb4d524a85c6906d457,chromiumos/third_party/kernel,chromeos-5.4,[],Ic3ebaccbf564498e2b859eb4d524a85c6906d457,BACKPORT: drm: Use USB controller's DMA mask when importing dmabufs,NEW,2021-10-10 17:34:15.000000000,2021-10-11 07:30:51.000000000,CHERRY_PICK,103,7,0,0,True,25f3858566e2a9cbb4ba04c32b2b14e93c29bb9e,3216768,{'_account_id': 1468394},[],,"{'1130087': {'account': {'_account_id': 1130087}, 'last_update': '2021-10-10 19:08:10.000000000', 'reason': '<GERRIT_ACCOUNT_1468394> replied on the change', 'reason_account': {'_account_id': 1468394}}, '1275795': {'account': {'_account_id': 1275795}, 'last_update': '2021-10-10 19:08:10.000000000', 'reason': '<GERRIT_ACCOUNT_1468394> replied on the change', 'reason_account': {'_account_id': 1468394}}, '1000313': {'account': {'_account_id': 1000313}, 'last_update': '2021-10-10 23:00:41.000000000', 'reason': 'Reviewer was added'}}",,,,,
249,chromiumos%2Fplatform%2Fec~main~Ib53377d3127be9ce0bb9a93acbb6de8160f3bdae,chromiumos/platform/ec,main,[],Ib53377d3127be9ce0bb9a93acbb6de8160f3bdae,Homestar: Modify the BatteryParam register,NEW,2021-09-30 09:44:32.000000000,2021-10-11 07:29:36.000000000,REBASE_ALWAYS,5,5,2,0,True,f4c087140092e1f276d3cd09a8647af49965f18d,3195685,{'_account_id': 1503037},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1148900': {'account': {'_account_id': 1148900}, 'last_update': '2021-09-30 10:01:16.000000000', 'reason': '<GERRIT_ACCOUNT_1503037> replied on the change', 'reason_account': {'_account_id': 1503037}}, '1273086': {'account': {'_account_id': 1273086}, 'last_update': '2021-10-11 07:29:33.000000000', 'reason': '<GERRIT_ACCOUNT_1503037> replied on the change', 'reason_account': {'_account_id': 1503037}}, '1330491': {'account': {'_account_id': 1330491}, 'last_update': '2021-09-30 09:56:26.000000000', 'reason': '<GERRIT_ACCOUNT_1503037> replied on the change', 'reason_account': {'_account_id': 1503037}}, '1106949': {'account': {'_account_id': 1106949}, 'last_update': '2021-10-09 02:09:21.000000000', 'reason': '<GERRIT_ACCOUNT_1503037> replied on the change', 'reason_account': {'_account_id': 1503037}}}",,,,,
250,chromium%2Fsrc~main~I06a87213d8c1960d9b6ea6d14366deeba4c7c984,chromium/src,main,[],I06a87213d8c1960d9b6ea6d14366deeba4c7c984,IsValidWildcardPattern(): Prepare to reject hosts ending in wildcard,NEW,2021-10-11 07:29:02.000000000,2021-10-11 07:29:02.000000000,REBASE_ALWAYS,8,3,0,0,False,4db1592594e4b5254d96c79a246526e83f81b795,3216575,{'_account_id': 1520222},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,,,,,,
251,chromiumos%2Fplatform%2Fcrosvm~main~I169fbbbb141ca80c980900ed16e4bceed1ba6432,chromiumos/platform/crosvm,main,[],I169fbbbb141ca80c980900ed16e4bceed1ba6432,sys_util: Add the interface to get CPU affinity,NEW,2021-10-11 06:55:20.000000000,2021-10-11 07:28:55.000000000,REBASE_ALWAYS,37,1,0,0,True,40cf0d91ec415b41d8d231e42152b7c6306f426a,3217032,{'_account_id': 1524867},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1340323': {'account': {'_account_id': 1340323}, 'last_update': '2021-10-11 07:28:55.000000000', 'reason': '<GERRIT_ACCOUNT_1524867> replied on the change', 'reason_account': {'_account_id': 1524867}}, '1340346': {'account': {'_account_id': 1340346}, 'last_update': '2021-10-11 07:28:55.000000000', 'reason': '<GERRIT_ACCOUNT_1524867> replied on the change', 'reason_account': {'_account_id': 1524867}}, '1135824': {'account': {'_account_id': 1135824}, 'last_update': '2021-10-11 07:28:55.000000000', 'reason': '<GERRIT_ACCOUNT_1524867> replied on the change', 'reason_account': {'_account_id': 1524867}}, '1363051': {'account': {'_account_id': 1363051}, 'last_update': '2021-10-11 07:28:55.000000000', 'reason': '<GERRIT_ACCOUNT_1524867> replied on the change', 'reason_account': {'_account_id': 1524867}}}",,,,,
252,chromium%2Ftools%2Fdepot_tools~main~I6aebcf1fc0cc29440b0b9c9b45d4e3fc35a38e53,chromium/tools/depot_tools,main,[],I6aebcf1fc0cc29440b0b9c9b45d4e3fc35a38e53,Remove unused function GetPreferredTryMasters,NEW,2021-10-08 18:01:03.000000000,2021-10-11 07:28:20.000000000,REBASE_ALWAYS,0,141,1,0,True,708a308aae4f4e9dfd47c2fdac3b82f9d0bad816,3214209,{'_account_id': 1393469},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1393469': {'account': {'_account_id': 1393469}, 'last_update': '2021-10-08 22:11:13.000000000', 'reason': '<GERRIT_ACCOUNT_1114919> replied on the change', 'reason_account': {'_account_id': 1114919}}}",,,,,
253,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I4ef8cd3b61c99bd550d56ea5985d1727630621de,chromiumos/third_party/kernel,chromeos-5.4,[],I4ef8cd3b61c99bd550d56ea5985d1727630621de,UPSTREAM: drivers core: Fix oops when driver probe fails,NEW,2021-10-10 18:02:00.000000000,2021-10-11 07:27:35.000000000,CHERRY_PICK,2,2,0,0,True,37afec2faa9d7eff091c00bc683b375df01a4af4,3216769,{'_account_id': 1468394},[],,"{'1468394': {'account': {'_account_id': 1468394}, 'last_update': '2021-10-11 07:27:35.000000000', 'reason': 'Someone else replied on the change'}, '1130087': {'account': {'_account_id': 1130087}, 'last_update': '2021-10-10 19:08:26.000000000', 'reason': '<GERRIT_ACCOUNT_1468394> replied on the change', 'reason_account': {'_account_id': 1468394}}, '1275795': {'account': {'_account_id': 1275795}, 'last_update': '2021-10-10 19:08:26.000000000', 'reason': '<GERRIT_ACCOUNT_1468394> replied on the change', 'reason_account': {'_account_id': 1468394}}}",,,,,
254,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I277364ecdd9dbc42ae83267fa287a9592dad3031,chromiumos/third_party/kernel,chromeos-5.4,[],I277364ecdd9dbc42ae83267fa287a9592dad3031,UPSTREAM: of: Drop superfluous ULL suffix for ~0,NEW,2021-10-10 18:12:14.000000000,2021-10-11 07:27:26.000000000,CHERRY_PICK,1,1,0,0,True,dcc7cdc8a5310482dec1047a0d64e8d344be51e9,3216784,{'_account_id': 1468394},[],,"{'1468394': {'account': {'_account_id': 1468394}, 'last_update': '2021-10-11 07:27:26.000000000', 'reason': 'Someone else replied on the change'}, '1275795': {'account': {'_account_id': 1275795}, 'last_update': '2021-10-10 19:08:41.000000000', 'reason': '<GERRIT_ACCOUNT_1468394> replied on the change', 'reason_account': {'_account_id': 1468394}}, '1130087': {'account': {'_account_id': 1130087}, 'last_update': '2021-10-10 19:08:41.000000000', 'reason': '<GERRIT_ACCOUNT_1468394> replied on the change', 'reason_account': {'_account_id': 1468394}}}",,,,,
255,chromiumos%2Finfra%2Fsuite_scheduler~main~I9cf83b7dcc7971294eb93ff148cc8ac02e2afdd2,chromiumos/infra/suite_scheduler,main,[],I9cf83b7dcc7971294eb93ff148cc8ac02e2afdd2,Automatic config update,NEW,2021-10-11 07:14:31.000000000,2021-10-11 07:27:15.000000000,REBASE_ALWAYS,7,7,0,0,True,2a3477a914a4d813507cca82389538cdb457d3d5,3217172,{'_account_id': 1347071},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,,,,,,
256,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I9d8eb7a878b85b6e29c76c2781fd4e1c4be9ba3d,chromiumos/third_party/kernel,chromeos-5.4,[],I9d8eb7a878b85b6e29c76c2781fd4e1c4be9ba3d,WIP: apu: support module remove,NEW,2021-10-05 02:39:10.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,62,16,0,0,True,30fb9139e19e2bd8a5a5d07e0e40739ec92f56de,3204251,{'_account_id': 1468394},[],,,,,,,
257,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I814e5a95eff9ad776f2d20d7d0f1f5a546d879ff,chromiumos/third_party/kernel,chromeos-5.4,[],I814e5a95eff9ad776f2d20d7d0f1f5a546d879ff,WIP: CHROMIUM: config: enable APUSYS config,NEW,2021-09-14 04:52:23.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,4,0,0,0,True,f084d9bd6366d6664a5b7a1c51a26937f7141b5d,3159896,{'_account_id': 1468394},[],,,,,,,
258,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I008644d5a6af22f61f2a637e743ef50f339341e1,chromiumos/third_party/kernel,chromeos-5.4,[],I008644d5a6af22f61f2a637e743ef50f339341e1,WIP: apu: mdw: fix build fail when rebase to kernel tree,NEW,2021-09-10 16:54:11.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,2,2,0,0,True,74f03e49473d64ccc3530c6378b892d117227fc1,3154113,{'_account_id': 1468394},[],,,,,,,
259,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I646021a2499f820ba3fe75d3f58d98c7b48b1bd8,chromiumos/third_party/kernel,chromeos-5.4,[],I646021a2499f820ba3fe75d3f58d98c7b48b1bd8,WIP: apu: fix kernel crash when system boot but apu is not ready,NEW,2021-09-10 09:25:10.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,59,17,0,0,True,9ab5c3023f2997cd2223b95c524fb0aa794f1bcb,3153510,{'_account_id': 1468394},[],,,,,,,
260,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~Ib3dbcff8a507acdaca0ae3310f52370863a99fc0,chromiumos/third_party/kernel,chromeos-5.4,[],Ib3dbcff8a507acdaca0ae3310f52370863a99fc0,WIP: apusys: remove apu_rpmsg,NEW,2021-09-08 02:17:06.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,1,1,0,0,True,d3a9169f7bfd3459e480ad1c554107e3a2c16da4,3145203,{'_account_id': 1468394},[],,,,,,,
261,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I78c108badef7cad91164885e1ad6b288681b6aec,chromiumos/third_party/kernel,chromeos-5.4,[],I78c108badef7cad91164885e1ad6b288681b6aec,WIP: apusys: update apu deep idle,NEW,2021-09-08 02:17:06.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,691,84,1,0,True,816316e7529709a2c798f72284df706766a0cdce,3145202,{'_account_id': 1468394},[],,,,,,,
262,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~Ibbb2c7305f7f0d0a11a402ce9ffc5ce8071ac392,chromiumos/third_party/kernel,chromeos-5.4,[],Ibbb2c7305f7f0d0a11a402ce9ffc5ce8071ac392,WIP: apu: mdw: apusys: porting apusys mdw from s0,NEW,2021-09-06 09:21:26.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,813,444,0,0,True,a3f2acfd160db60c3339c5eb65585f09de40a9a9,3143676,{'_account_id': 1126639},[],,,,,,,
263,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I207f4b9ee5087a1cabf70877047cf9ad6735f460,chromiumos/third_party/kernel,chromeos-5.4,[],I207f4b9ee5087a1cabf70877047cf9ad6735f460,WIP: apu: apusys_rv: create ipi config list for ipi users,NEW,2021-08-20 09:04:33.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,99,16,3,0,True,5148e0c1cfa15d4065296c4f294b724708535ede,3108992,{'_account_id': 1468394},[],,"{'1468394': {'account': {'_account_id': 1468394}, 'last_update': '2021-09-02 06:06:59.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
264,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I188bc6bcd2a21426f50a43cbcacc7723a65d4f3e,chromiumos/third_party/kernel,chromeos-5.4,[],I188bc6bcd2a21426f50a43cbcacc7723a65d4f3e,WIP: apu: apusys_rv: move sysfs to procfs,NEW,2021-08-20 09:04:33.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,147,15,15,0,True,ef5ddd464918a64531018404eba7d6e1e4c76620,3108991,{'_account_id': 1468394},[],,"{'1468394': {'account': {'_account_id': 1468394}, 'last_update': '2021-09-02 06:07:04.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
265,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I09677d1b109781b2ce79ceaca7e414dddbd6e108,chromiumos/third_party/kernel,chromeos-5.4,[],I09677d1b109781b2ce79ceaca7e414dddbd6e108,WIP: apu: apusys_rv: support multiple platform,NEW,2021-08-18 08:35:29.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,653,220,90,0,True,73cd534e4f8ce7bccf9e06e9bea3d72ac8d15b6e,3103026,{'_account_id': 1468394},[],,"{'1468394': {'account': {'_account_id': 1468394}, 'last_update': '2021-09-02 06:07:13.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
266,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I0289887bda56c60aaf6f1997a60c27b48319c815,chromiumos/third_party/kernel,chromeos-5.4,[],I0289887bda56c60aaf6f1997a60c27b48319c815,WIP: arm64: dts: mt8192: update rv supports multiple platform,NEW,2021-08-18 08:35:29.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,1,1,4,0,True,1e5af7c7c1183447cba8f874bbc76c705bcfbee1,3103025,{'_account_id': 1468394},[],,"{'1468394': {'account': {'_account_id': 1468394}, 'last_update': '2021-09-02 06:07:16.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
267,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~Idc4e05055490465ebc3b4e4f2162fa6dc03e9b37,chromiumos/third_party/kernel,chromeos-5.4,[],Idc4e05055490465ebc3b4e4f2162fa6dc03e9b37,WIP: apu: sw_logger: update sw logger,NEW,2021-08-18 03:43:37.000000000,2021-10-11 07:26:48.000000000,CHERRY_PICK,44,40,20,0,True,c7e4851fff9553e41195f3ec537c332fd9db3669,3102666,{'_account_id': 1468394},[],,"{'1468394': {'account': {'_account_id': 1468394}, 'last_update': '2021-09-02 06:07:21.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
